id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,timestamp
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,2.27,2728012598,40,2828259742,204006575.0,2.34,2.18,0.03119138,1.39185,34352707.0,1.27532,1199381442.0,1243455492.0,,18.07,-87.47754,2022-04-08T07:23:59.952Z,0.449891,402.99248,2020-11-04T16:09:15.137Z,,2025-04-04T20:36:00.867Z,2025-04-04 13:37:03.482590
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,76726.0,1520831791127,1,1520831791127,41722547709.0,77146.0,73966.0,2535.27,3.41724,49909043728.0,3.39304,19846656.0,19846671.0,21000000.0,105495.0,-27.71633,2025-01-20T07:16:25.271Z,51.3,148551.25173,2013-07-05T00:00:00.000Z,,2025-04-04T20:37:56.950Z,2025-04-04 13:38:03.594089
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,1658.8,199820651938,2,199820651938,18201268712.0,1667.59,1599.15,41.42,2.56072,5051432182.0,2.59355,120666956.0999141,120666956.0999141,,4228.93,-61.03856,2021-12-01T08:38:24.623Z,0.381455,431838.30244,2015-10-20T00:00:00.000Z,"{'times': 27.921568637283553, 'currency': 'btc', 'percentage': 2792.1568637283553}",2025-04-04T20:38:00.221Z,2025-04-04 13:38:03.594089
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,0.913158,131574159594,3,131574159594,58054734981.0,0.914618,0.900041,0.00741557,0.81873,881050439.0,0.67414,144086679997.8651,144086679997.8651,,1.17,-21.70571,2025-01-25T16:51:57.989Z,0.533096,71.21003,2015-03-02T00:00:00.000Z,,2025-04-04T20:37:56.685Z,2025-04-04 13:38:03.594089
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,1.95,113144516322,4,194129625903,4962535227.0,1.96,1.83,0.097225,5.25738,5104796383.0,4.72493,58274974538.0,99986277500.0,100000000000.0,3.28,-41.13678,2025-01-16T17:00:22.630Z,0.00194619,99249.59657,2013-08-16T00:00:00.000Z,,2025-04-04T20:37:55.898Z,2025-04-04 13:38:03.594089
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,546.4,79616695944,5,79616695944,703286520.0,547.7,528.74,13.62,2.55738,1966403935.0,2.53238,145887575.79,145887575.79,200000000.0,751.34,-27.66715,2024-12-04T10:35:25.220Z,0.03359941,1617386.70656,2017-10-19T00:00:00.000Z,,2025-04-04T20:37:54.939Z,2025-04-04 13:38:03.594089
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,112.57,57814088859,6,67168105951,5640298373.0,112.58,102.92,8.04,7.68711,4272133104.0,7.97904,514449897.6928235,597685199.5135384,,285.6,-60.94549,2025-01-19T11:15:27.957Z,0.46316,23982.39055,2020-05-11T19:35:23.449Z,,2025-04-04T20:37:55.888Z,2025-04-04 13:38:03.594089
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/usdc.png?1696506694,0.913428,55440222811,7,55440620692,8043572306.0,0.91494,0.900326,0.00732203,0.80808,316217430.0,0.57365,60691568514.55579,60692004083.5877,,14.76,-93.81386,2025-01-23T04:45:51.184Z,0.730265,25.03041,2021-05-19T13:14:05.611Z,,2025-04-04T20:37:55.940Z,2025-04-04 13:38:03.594089
dogecoin,doge,Dogecoin,https://coin-images.coingecko.com/coins/images/5/large/dogecoin.png?1696501409,0.155634,23089137549,8,23091224386,1607531203.0,0.156826,0.143371,0.01226285,8.55322,1785100600.0,8.37917,148702566383.7052,148716626383.7052,,0.601466,-74.38824,2021-05-08T05:08:23.458Z,7.662e-05,200961.35932,2015-05-06T00:00:00.000Z,,2025-04-04T20:37:58.422Z,2025-04-04 13:38:03.594089
cardano,ada,Cardano,https://coin-images.coingecko.com/coins/images/975/large/cardano.png?1696502090,0.603791,21701344677,9,27129727185,858380752.0,0.607553,0.569161,0.02421953,4.17887,832702111.0,3.99021,35995957636.81128,45000000000.0,45000000000.0,2.61,-76.96986,2021-09-02T06:00:10.474Z,0.01722339,3385.47171,2020-03-13T02:22:55.044Z,,2025-04-04T20:37:57.803Z,2025-04-04 13:38:03.594089
tron,trx,TRON,https://coin-images.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,0.219138,20805389657,10,20805386922,551820493.0,0.221125,0.213691,0.00523638,2.44803,533683847.0,2.63265,94979869949.31204,94979857466.10588,,0.410308,-46.82184,2024-12-04T00:10:40.323Z,0.00154713,14003.21349,2017-11-12T00:00:00.000Z,"{'times': 125.2426205209111, 'currency': 'usd', 'percentage': 12524.262052091111}",2025-04-04T20:37:56.019Z,2025-04-04 13:38:03.594089
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,1658.08,15516336939,11,15516336939,20238048.0,1666.98,1599.72,43.14,2.67152,400446311.0,2.64917,9371388.164874518,9371388.164874518,,4188.52,-60.67557,2021-11-12T02:16:02.325Z,394.87,317.1322,2020-12-22T04:08:21.854Z,,2025-04-04T20:37:54.937Z,2025-04-04 13:38:03.594089
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,76729.0,9877236107,12,9877236107,309929476.0,77114.0,73940.0,2663.59,3.59626,328639587.0,3.44176,128915.05657878,128915.05657878,128915.05657878,105131.0,-27.49017,2025-01-20T07:16:27.137Z,2801.21,2621.32747,2019-04-02T00:00:00.000Z,,2025-04-04T20:37:56.045Z,2025-04-04 13:38:03.594089
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,8.72,8050187628,13,8585620076,4089422.0,8.74,8.44,0.192556,2.25759,178970497.0,2.27373,923796160.9,985239504.0,,9.68,-10.11258,2025-03-02T17:40:34.261Z,0.715663,1116.38178,2019-12-31T12:19:48.870Z,,2025-04-04T20:37:59.121Z,2025-04-04 13:38:03.594089
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/photo_2024-09-10_17.09.00.jpeg?1725963446,3.1,7642257229,14,15841574591,241477038.0,3.27,3.04,-0.1428943104184399,-4.41258,-375426467.59114265,-4.68248,2473069465.25885,5126406142.337267,,7.7,-59.99936,2024-06-15T00:36:51.509Z,0.44288,595.22376,2021-09-21T00:33:11.092Z,,2025-04-04T20:37:56.667Z,2025-04-04 13:38:03.594089
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,11.85,7547030138,15,11827347556,549367693.0,11.97,11.24,0.40232,3.51313,247961270.0,3.39716,638099971.4505637,1000000000.0,1000000000.0,43.32,-72.86152,2021-05-10T00:13:57.214Z,0.125048,9300.72284,2017-11-29T00:00:00.000Z,,2025-04-04T20:37:56.546Z,2025-04-04 13:38:03.594089
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,0.236725,7275094407,16,11818538268,165631113.0,0.240559,0.229352,0.00359502,1.54207,104781919.0,1.46133,30779417210.50917,50001786892.81792,50001786892.81792,0.729104,-67.67769,2018-01-03T00:00:00.000Z,0.00043158,54504.85906,2015-03-05T00:00:00.000Z,,2025-04-04T20:38:02.137Z,2025-04-04 13:38:03.594089
usds,usds,USDS,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.913487,7247319913,17,7247319913,11507588.0,0.914735,0.900204,0.00735865,0.8121,4675334.0,0.06455,7930490039.355793,7930490039.355793,,0.99869,-8.47668,2025-01-13T15:26:08.505Z,0.859375,6.36031,2024-10-03T13:19:28.826Z,,2025-04-04T20:37:55.360Z,2025-04-04 13:38:03.594089
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,1982.77,7115014847,18,7115014847,26651894.0,1996.6,1914.6,54.86,2.84558,166035526.0,2.38935,3584778.484173984,3584778.484173984,,6978.69,-71.67035,2022-05-13T15:09:54.509Z,538.08,267.42514,2022-05-13T01:36:45.053Z,,2025-04-04T20:37:56.388Z,2025-04-04 13:38:03.594089
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,16.58,6878579657,19,7485988567,337287702.0,17.04,16.01,0.318809,1.96035,134551990.0,1.99513,415262235.3900206,451931721.599735,720000000.0,128.43,-87.17971,2021-11-21T14:18:56.538Z,2.28,621.43691,2020-12-31T13:15:21.540Z,,2025-04-04T20:37:53.886Z,2025-04-04 13:38:03.594089
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,2.09,6774554381,20,20844892384,1388655046.0,2.1,1.94,0.089108,4.4554,259446404.0,3.98223,3249982900.458887,10000000000.0,10000000000.0,5.19,-60.03534,2025-01-04T22:56:18.063Z,0.344803,500.9784,2023-10-19T22:05:15.703Z,,2025-04-04T20:37:54.427Z,2025-04-04 13:38:03.594089
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,1.121e-05,6607281035,21,6610129455,250645700.0,1.136e-05,1.082e-05,2.03521e-07,1.84863,120637369.0,1.85978,589250638549611.1,589504666407400.4,,7.424e-05,-84.98597,2021-10-28T03:54:55.568Z,4.6962e-11,23735606.73774,2020-12-11T05:57:22.476Z,,2025-04-04T20:37:53.708Z,2025-04-04 13:38:03.594089
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.151345,6383067808,22,7557807164,284159160.0,0.152688,0.142542,0.00582839,4.00531,240203006.0,3.91028,42228305571.0683,50000000000.0,50000000000.0,0.481298,-68.64821,2021-09-15T10:40:28.318Z,0.00882817,1609.25016,2020-01-02T17:30:24.852Z,,2025-04-04T20:37:59.081Z,2025-04-04 13:38:03.594089
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,77.1,5824726892,23,5825019740,378773473.0,77.56,74.03,2.66,3.57129,194605696.0,3.45651,75706214.48347135,75710020.73347135,84000000.0,337.56,-77.30026,2021-05-10T03:13:07.904Z,0.981314,7708.53411,2015-01-14T00:00:00.000Z,,2025-04-04T20:37:50.690Z,2025-04-04 13:38:03.594089
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,3.7,5625310265,24,5625310265,164372084.0,3.75,3.58,0.063561,1.75017,97188020.0,1.75807,1522267060.0,1522267060.0,,47.6,-92.26719,2021-11-04T14:10:09.301Z,2.27,62.19725,2020-08-19T03:44:11.556Z,,2025-04-04T20:38:01.554Z,2025-04-04 13:38:03.594089
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,5.74,5540308473,25,10412693953,69349935.0,5.83,5.66,-0.0551303466442059,-0.95183,-52212767.32241821,-0.93362,965601748.92,1814793443.37,,8.59,-33.38103,2025-02-23T01:52:21.073Z,0.01615133,35335.22829,2023-09-11T19:45:03.621Z,,2025-04-04T20:38:01.255Z,2025-04-04 13:38:03.594089
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,274.2,5432633812,26,5432685980,168693862.0,281.88,266.73,7.47,2.80204,145382564.0,2.74968,19851334.27165078,19851524.89665078,21000000.0,3187.12,-91.45666,2017-12-20T00:00:00.000Z,68.03,300.22888,2018-12-16T00:00:00.000Z,,2025-04-04T20:37:54.099Z,2025-04-04 13:38:03.594089
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/Bitget_logo.png?1736925727,4.14,4968354344,27,4968354344,103017655.0,4.17,4.02,0.100817,2.49375,121758039.0,2.51224,1199999994.2,1199999994.2,2000000000.0,8.1,-49.02063,2024-12-27T11:41:24.992Z,0.01270123,32423.89751,2020-06-25T04:17:05.895Z,,2025-04-04T20:37:54.481Z,2025-04-04 13:38:03.594089
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,0.912327,4792711957,28,4792711957,123017840.0,0.914227,0.900017,0.00684727,0.7562,35503688.0,0.74631,5250252332.166143,5250252332.166143,,0.987328,-7.50418,2025-01-13T15:16:17.109Z,0.842908,8.34359,2024-10-04T07:57:15.809Z,,2025-04-04T20:37:57.695Z,2025-04-04 13:38:03.594089
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,1660.17,4756934092,29,4756117265,529836991.0,1669.42,1601.21,43.51,2.69113,161249786.0,3.50872,2868104.402401169,2867611.911819349,,4147.46,-60.21977,2021-11-12T00:00:00.000Z,72.6,2172.44195,2018-12-15T00:00:00.000Z,,2025-04-04T20:37:57.502Z,2025-04-04 13:38:03.594089
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35021/large/USDT.png?1707233575,0.915083,4731576340,30,4731576340,240788301.0,0.917212,0.899566,0.00768006,0.84638,30499987.0,0.64879,5184994301.618546,5184994301.618546,,1.011,-9.36782,2025-02-03T02:06:31.189Z,0.873927,4.83373,2024-08-27T22:10:58.536Z,,2025-04-04T20:38:02.489Z,2025-04-04 13:38:03.594089
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,1765.31,3769885728,31,3769885728,4889674.0,1773.18,1703.08,46.18,2.68643,94671336.0,2.57594,2138369.617165409,2138369.617165409,,4100.76,-57.09093,2024-12-16T18:57:39.347Z,1678.0,4.86299,2025-04-03T15:11:50.320Z,,2025-04-04T20:37:55.364Z,2025-04-04 13:38:03.594089
hyperliquid,hype,Hyperliquid,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,11.03,3664813207,32,10974749096,122695951.0,11.07,10.05,0.6417,6.1756,195761743.0,5.64309,333928180.0,999990391.0,1000000000.0,33.52,-67.24461,2024-12-22T03:56:00.276Z,3.6,204.70456,2024-11-29T09:30:30.871Z,,2025-04-04T20:37:58.609Z,2025-04-04 13:38:03.594089
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,25.23,3636641150,33,8276579358,46396454.0,25.45,24.81,0.295911,1.18661,34525439.0,0.95848,144118517.10815412,327997263.0,400000000.0,30.07,-16.28871,2025-03-02T22:22:36.852Z,2.85,782.06455,2023-02-13T19:01:21.899Z,,2025-04-04T20:38:01.059Z,2025-04-04 13:38:03.594089
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,195.99,3610717219,34,3610717219,66317291.0,198.96,190.3,5.69,2.99133,107061737.0,3.05572,18446744.07370955,18446744.07370955,,454.53,-57.0013,2018-01-09T00:00:00.000Z,0.184652,105744.33263,2015-01-14T00:00:00.000Z,,2025-04-04T20:37:59.612Z,2025-04-04 13:38:03.594089
pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,0.480133,3266092783,35,5024758127,398433130.0,0.52795,0.462355,-0.0450075964224112,-8.57057,-284832543.4327798,-8.02136,6811119959.121537,10478646090.95621,100000000000.0,2.84,-83.17222,2025-02-26T16:41:03.732Z,0.462355,3.43602,2025-04-04T12:10:31.216Z,,2025-04-04T20:38:01.583Z,2025-04-04 13:38:03.594089
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,5.41,3243975589,36,5402276486,156363928.0,5.48,5.14,0.197704,3.79498,116827329.0,3.73591,600483073.71,1000000000.0,1000000000.0,37.37,-85.63369,2021-05-03T05:25:04.822Z,0.874238,514.14243,2020-09-17T01:20:38.214Z,,2025-04-04T20:37:55.897Z,2025-04-04 13:38:03.594089
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.913405,2862464813,37,2862464813,110683540.0,0.914552,0.900222,0.00770651,0.85089,-6308219.5427184105,-0.21989,3133844399.170409,3133844399.170409,,1.11,-17.51085,2022-10-02T12:21:04.914Z,0.759326,20.25731,2021-05-19T13:05:49.822Z,,2025-04-04T20:37:58.203Z,2025-04-04 13:38:03.594089
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,0.954818,2763566930,38,2763566930,4664329.0,0.956971,0.941534,0.00795301,0.83993,65301549.0,2.42013,2891180122.371299,2891312671.623779,,1.063,-10.10387,2025-02-03T02:31:35.208Z,0.932573,2.48907,2025-01-04T01:21:08.460Z,,2025-04-04T20:37:54.153Z,2025-04-04 13:38:03.594089
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,6.52e-06,2730785824,39,2730785824,973537683.0,6.59e-06,5.95e-06,5.71358e-07,9.60639,228051676.0,9.1121,420690000000000.0,420690000000000.0,420690000000000.0,2.649e-05,-75.6356,2024-12-09T16:30:35.828Z,5.0442e-08,12694.02159,2023-04-18T02:14:41.591Z,,2025-04-04T20:38:01.990Z,2025-04-04 13:38:03.594089
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,2.28,2728012598,40,2828259742,204462411.0,2.34,2.18,0.03941812,1.76114,34352707.0,1.27532,1199381442.0,1243455492.0,,18.07,-87.47754,2022-04-08T07:23:59.952Z,0.449891,402.99248,2020-11-04T16:09:15.137Z,,2025-04-04T20:38:01.143Z,2025-04-04 13:38:03.594089
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,76726.0,1520831791127,1,1520831791127,41722547709.0,77146.0,73966.0,2535.27,3.41724,49909043728.0,3.39304,19846656.0,19846671.0,21000000.0,105495.0,-27.71633,2025-01-20T07:16:25.271Z,51.3,148551.25173,2013-07-05T00:00:00.000Z,,2025-04-04T20:37:56.950Z,2025-04-04 13:39:03.470793
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,1658.8,199820651938,2,199820651938,18201268712.0,1667.59,1599.15,41.42,2.56072,5051432182.0,2.59355,120666956.0999141,120666956.0999141,,4228.93,-61.03856,2021-12-01T08:38:24.623Z,0.381455,431838.30244,2015-10-20T00:00:00.000Z,"{'times': 27.921568637283553, 'currency': 'btc', 'percentage': 2792.1568637283553}",2025-04-04T20:38:00.221Z,2025-04-04 13:39:03.470793
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,0.913158,131574159594,3,131574159594,58054734981.0,0.914618,0.900041,0.00741557,0.81873,881050439.0,0.67414,144086679997.8651,144086679997.8651,,1.17,-21.70571,2025-01-25T16:51:57.989Z,0.533096,71.21003,2015-03-02T00:00:00.000Z,,2025-04-04T20:37:56.685Z,2025-04-04 13:39:03.470793
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,1.95,113144516322,4,194129625903,4962535227.0,1.96,1.83,0.097225,5.25738,5104796383.0,4.72493,58274974538.0,99986277500.0,100000000000.0,3.28,-41.13678,2025-01-16T17:00:22.630Z,0.00194619,99249.59657,2013-08-16T00:00:00.000Z,,2025-04-04T20:37:55.898Z,2025-04-04 13:39:03.470793
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,546.4,79616695944,5,79616695944,703286520.0,547.7,528.74,13.62,2.55738,1966403935.0,2.53238,145887575.79,145887575.79,200000000.0,751.34,-27.66715,2024-12-04T10:35:25.220Z,0.03359941,1617386.70656,2017-10-19T00:00:00.000Z,,2025-04-04T20:37:54.939Z,2025-04-04 13:39:03.470793
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,112.57,57814088859,6,67168105951,5640298373.0,112.58,102.92,8.04,7.68711,4272133104.0,7.97904,514449897.6928235,597685199.5135384,,285.6,-60.94549,2025-01-19T11:15:27.957Z,0.46316,23982.39055,2020-05-11T19:35:23.449Z,,2025-04-04T20:37:55.888Z,2025-04-04 13:39:03.470793
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/usdc.png?1696506694,0.913428,55440222811,7,55440620692,8043572306.0,0.91494,0.900326,0.00732203,0.80808,316217430.0,0.57365,60691568514.55579,60692004083.5877,,14.76,-93.81386,2025-01-23T04:45:51.184Z,0.730265,25.03041,2021-05-19T13:14:05.611Z,,2025-04-04T20:37:55.940Z,2025-04-04 13:39:03.470793
dogecoin,doge,Dogecoin,https://coin-images.coingecko.com/coins/images/5/large/dogecoin.png?1696501409,0.155634,23089137549,8,23091224386,1607531203.0,0.156826,0.143371,0.01226285,8.55322,1785100600.0,8.37917,148702566383.7052,148716626383.7052,,0.601466,-74.38824,2021-05-08T05:08:23.458Z,7.662e-05,200961.35932,2015-05-06T00:00:00.000Z,,2025-04-04T20:37:58.422Z,2025-04-04 13:39:03.470793
cardano,ada,Cardano,https://coin-images.coingecko.com/coins/images/975/large/cardano.png?1696502090,0.603791,21701344677,9,27129727185,858380752.0,0.607553,0.569161,0.02421953,4.17887,832702111.0,3.99021,35995957636.81128,45000000000.0,45000000000.0,2.61,-76.96986,2021-09-02T06:00:10.474Z,0.01722339,3385.47171,2020-03-13T02:22:55.044Z,,2025-04-04T20:37:57.803Z,2025-04-04 13:39:03.470793
tron,trx,TRON,https://coin-images.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,0.219138,20805389657,10,20805386922,551820493.0,0.221125,0.213691,0.00523638,2.44803,533683847.0,2.63265,94979869949.31204,94979857466.10588,,0.410308,-46.82184,2024-12-04T00:10:40.323Z,0.00154713,14003.21349,2017-11-12T00:00:00.000Z,"{'times': 125.2426205209111, 'currency': 'usd', 'percentage': 12524.262052091111}",2025-04-04T20:37:56.019Z,2025-04-04 13:39:03.470793
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,1658.08,15516336939,11,15516336939,20238048.0,1666.98,1599.72,43.14,2.67152,400446311.0,2.64917,9371388.164874518,9371388.164874518,,4188.52,-60.67557,2021-11-12T02:16:02.325Z,394.87,317.1322,2020-12-22T04:08:21.854Z,,2025-04-04T20:37:54.937Z,2025-04-04 13:39:03.470793
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,76729.0,9877236107,12,9877236107,309929476.0,77114.0,73940.0,2663.59,3.59626,328639587.0,3.44176,128915.05657878,128915.05657878,128915.05657878,105131.0,-27.49017,2025-01-20T07:16:27.137Z,2801.21,2621.32747,2019-04-02T00:00:00.000Z,,2025-04-04T20:37:56.045Z,2025-04-04 13:39:03.470793
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,8.72,8050187628,13,8585620076,4089422.0,8.74,8.44,0.192556,2.25759,178970497.0,2.27373,923796160.9,985239504.0,,9.68,-10.11258,2025-03-02T17:40:34.261Z,0.715663,1116.38178,2019-12-31T12:19:48.870Z,,2025-04-04T20:37:59.121Z,2025-04-04 13:39:03.470793
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/photo_2024-09-10_17.09.00.jpeg?1725963446,3.1,7642257229,14,15841574591,241477038.0,3.27,3.04,-0.1428943104184399,-4.41258,-375426467.59114265,-4.68248,2473069465.25885,5126406142.337267,,7.7,-59.99936,2024-06-15T00:36:51.509Z,0.44288,595.22376,2021-09-21T00:33:11.092Z,,2025-04-04T20:37:56.667Z,2025-04-04 13:39:03.470793
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,11.85,7547030138,15,11827347556,549367693.0,11.97,11.24,0.40232,3.51313,247961270.0,3.39716,638099971.4505637,1000000000.0,1000000000.0,43.32,-72.86152,2021-05-10T00:13:57.214Z,0.125048,9300.72284,2017-11-29T00:00:00.000Z,,2025-04-04T20:37:56.546Z,2025-04-04 13:39:03.470793
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,0.236725,7275094407,16,11818538268,165631113.0,0.240559,0.229352,0.00359502,1.54207,104781919.0,1.46133,30779417210.50917,50001786892.81792,50001786892.81792,0.729104,-67.67769,2018-01-03T00:00:00.000Z,0.00043158,54504.85906,2015-03-05T00:00:00.000Z,,2025-04-04T20:38:02.137Z,2025-04-04 13:39:03.470793
usds,usds,USDS,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.913487,7247319913,17,7247319913,11507588.0,0.914735,0.900204,0.00735865,0.8121,4675334.0,0.06455,7930490039.355793,7930490039.355793,,0.99869,-8.47668,2025-01-13T15:26:08.505Z,0.859375,6.36031,2024-10-03T13:19:28.826Z,,2025-04-04T20:37:55.360Z,2025-04-04 13:39:03.470793
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,1982.77,7115014847,18,7115014847,26651894.0,1996.6,1914.6,54.86,2.84558,166035526.0,2.38935,3584778.484173984,3584778.484173984,,6978.69,-71.67035,2022-05-13T15:09:54.509Z,538.08,267.42514,2022-05-13T01:36:45.053Z,,2025-04-04T20:37:56.388Z,2025-04-04 13:39:03.470793
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,16.58,6878579657,19,7485988567,337287702.0,17.04,16.01,0.318809,1.96035,134551990.0,1.99513,415262235.3900206,451931721.599735,720000000.0,128.43,-87.17971,2021-11-21T14:18:56.538Z,2.28,621.43691,2020-12-31T13:15:21.540Z,,2025-04-04T20:37:53.886Z,2025-04-04 13:39:03.470793
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,2.09,6774554381,20,20844892384,1388655046.0,2.1,1.94,0.089108,4.4554,259446404.0,3.98223,3249982900.458887,10000000000.0,10000000000.0,5.19,-60.03534,2025-01-04T22:56:18.063Z,0.344803,500.9784,2023-10-19T22:05:15.703Z,,2025-04-04T20:37:54.427Z,2025-04-04 13:39:03.470793
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,1.121e-05,6607281035,21,6610129455,250645700.0,1.136e-05,1.082e-05,2.03521e-07,1.84863,120637369.0,1.85978,589250638549611.1,589504666407400.4,,7.424e-05,-84.98597,2021-10-28T03:54:55.568Z,4.6962e-11,23735606.73774,2020-12-11T05:57:22.476Z,,2025-04-04T20:37:53.708Z,2025-04-04 13:39:03.470793
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.151345,6383067808,22,7557807164,284159160.0,0.152688,0.142542,0.00582839,4.00531,240203006.0,3.91028,42228305571.0683,50000000000.0,50000000000.0,0.481298,-68.64821,2021-09-15T10:40:28.318Z,0.00882817,1609.25016,2020-01-02T17:30:24.852Z,,2025-04-04T20:37:59.081Z,2025-04-04 13:39:03.470793
